I fucked my wife's classmate and now she's pregnant.,1
I'm a vegetarian but it's not because I like fruits and vegetables. It's because I hate them,2
Ive been married to my husband for almost three years and I really miss the feeling of having a crush on someone,1
I had a dream last night that I beat my cheating ex's ass. After I felt so guilty. When the fuck does the anger and hurt go away. Im so fed up feeling this way knowing he doesn't give a shit. 5 years with him like a fool believing everything he told me. When I look back at all the red flags.,1
I have a few addictions and I don't want to acknowledge that they are bad for me.,1
I envy people with cancer and i dont know why ....,1
Employment Specialist Taking Pleasure in Precious Healthcare Workers’ Unemployment,1
I am at a point in my life I will do anything for money,1
I became a bully to my friends after being bullied.,1
I want my boyfriend to come home and hit me really hard.,1
I was a bully to my friends after being bullied myself.,1
My gf was r**ed and I didn’t know it was gonna affect me,1
I blamed a girl for pissing in my bed when it was actually me who did it😂,1
My shameless life PART-1 This is about the terrible things I did in my life,2
I feel as if I have no life and I am paralyzed in fear,1
My shameless life PART-1 This is about the terrible things I did in my life,1
I’m jealous because my sister is “better that me “,1
Sometimes I take my glasses off because I believe I don't deserve to be able to see.,1
Sometimes when I'm feeling generous I go to yard sales around my city and over pay for items.,1
I'm a fucking loser......................................................................!!!,0
I ruined my 10 year friendship with my best friend by getting with his sister. I also messed that up because of dumb decisions.,1
I used to steal a lot when I was a kid and never got caught,1
I found out my parents grow weed and sell it to the local community,1
"I scooped Fried Rice off the floor to eat it, after a devastating fall",1
"I knew he was abusive and didn't say anything, I knew the whole time.",1
Viking XL Male EnhancementSimply – Viking XL is fashioned for men who need to carry out type of. The producer claims you’ll end so tough that you’ll need to journey again – it is THAT effective,1
My mom tried to pass me off as someone else's kid and he figured it out,1
I'm pretty intelligent and know how to make certain surefire things that would literally change the world but don't have the money or resources to even build any prototypes.,0
"When I was 13, me and my friend tried to smoke cigarettes.",4
Seeing a himeless guy injured on the the sidewalk and being able to help,1
Not much of a confession more of a question about whats going on in my school,1
I have very complicated feelings about my recovery from a long depressive period and I distrust the stability I have worked so hard to create.,1
"When I was a kid I purposefully use static electricity to herd my older sister to places I want to go to when we were at the mall together. I'm sorry, it was not an accident.",1
Sometimes I hate myself &amp; someday you’ll hate me too,1
I knocked over my roommates bong and blamed it on my cat,1
Took a marker and scribbled on a can of a window cleaner,14
"I’m going down a hole and I think I see the end, I have posted many times here to vent or confess and I am naive I know but I just don’t know what to do about a divorce",1
Having sex with someone who has a fever feels as weird as it sounds.,1
Don’t leave your shoes in the bathroom at work—My lost confession,1
My confession I'm not proud of it😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,1
I trick my coworker into thinking she’s getting fat,1394
I assaulted a drunk friend after a party and I don't know what to do with myself now.,2
"I am a bank teller, and I have it bad for my branch manager (who happens to be the same gender)",6
My brain is obsessed with creating scenarios where I'd cheat to win fights with people who are bigger than me. And I get sexually aroused by it. I dont want to fix this mindset.,1
My grandmother passed away tonight. My grandparents kept trying to see me this month and I kept putting it off. I was just thinking I would make plans with them this weekend.,3
My brain is obsessed with creating scenarios where I'd cheat to win fights with people who are bigger than me. And I get sexually aroused by it. I dont want to fix this mindset.,1
worried my sexual assault from my child hood has affected my chances of pregnancy in my future,1
I ruined my ex friends perfect dating partner by making them cheat on her,1
I cheated for the first time and didn't even enjoy it,1
This was supposed to be a creative writing short story for my english class. but this is a 100% true story,1
I cut myself for the first time today and it felt nice,1
"When I was 8 I tortured a lizard, and I’m still mad at myself (very gross)",1
I've been lying to my mom to keep from breaking her heart,151
I make people sad and sometimes mad by intentionally acting deaf.,1
"parked like an asshole, got a really guilt inducing note on my windshield",1
Tonight I inadvertently farted in my coworkers face,1
I've had feelings for my cousin even after all the no I don't act,1
I was almost arrested for shoplifting and it made me realise I have Kleptomania,1
I love the taste and smell of my own blood and I can't stop picking at my scabs and eating them,1
What is something that you will take to the grave from your spouse?,1
"My sister is the epitome of trash, at least in my eyes.",25
I was horrible to children at my first preschool job,8
I asked my crush for sending me her picture and she got made at me.,1
I'm a fucking dunce and want to cringe myself out existence.,1
I have 0 friends and now I fantasies about having friends,22
I hired a escort and I can’t live this with regret I need to let this out,1
I had sex with a escort and I’m really regretting it I need to let this out,1
someone tell me what is wrong with me and why I'm like this,1
I set up cameras in my son's apartment and watched him have sex?,0
The reason i dont kill myself is that i wont get to see what will happen afterwards,1
My mother sexually abused me for years and I haven’t told my dad.,1
I hate my bf dog…………………………………………. …………………………………………………………………………. …………………………………………………………………………. ……………………………………,1
I just used my grandma’s credit card for DoorDash.,1
The story of how I ruined a lot of friendships and broke at least 2 hearts on the hunt for true love,1
My daughter told me she was molested and I don't believe her,1
I hacked an ex's snapchat account and I think she found out.,1
I'm 24 and I feel so behind. I feel so behind in life.,1
I was thinking of killing myself but then realised I have nothing too end it,1
I don't feel attractive enough for my boyfriend. We haven't done anything for a week when we normally do it once or twice a week. I want to know if he's telling me the truth or not,1
I’m afraid taking out my birth control will change my whole personality,1
I drove while a little high and it's something I always promised myself that I'd never do.,0
"I have disturbing sexually intrusive thoughts, normal?",1
Me and my friend both stole something when I was 13 and my friend got in trouble for it.,0
My dad made me read my cheating mums sexts when I was a teen.,1
I was married to a woman and I was gay. I was fledgling young adult trying to find a definition in the world.,1
I Seriously Just Want To Leave My Entire Life Behind And Start Over,1
I lied to my boyfriend for the first time and I do feel guilty about it but...,1
I stole $200 from my little sister to go shopping and lied about it,3
I have benefit a lot from nepotism and it’s made me feel guilt and imposter syndrome,1
I took some photos of a woman's butt and now i feel guilt and regret,2
I get upset when my SO helps themselves. I would look under the door to see it.,1
Cake cum n piss cake cum n piss cake cum n piss cake,1
my gf is trying to give me a foot fetish as a joke,1
I purposely killed a man on his deathbed who could’ve lived months longer,1
"I got way too drunk around my chefs, and shared things that was too sensitive for people I barely know",12
I sometimes make up issues at work or home just so I can call my dad and have a conversation with him by asking for advice or solutions,1
"On my phone, on notes app, you can find a suicide letter for every person I ‘care’ about.",1
i didn’t want to get sober and i know that i can’t go back now,1
"I grew up in a semi-nudist, free-love hippie commune",1
"In the mid 90's I might have made my ""boss"" extra fat.",796
I fucked my wife's classmate and now she's pregnant.,1
I'm a vegetarian but it's not because I like fruits and vegetables. It's because I hate them,2
Ive been married to my husband for almost three years and I really miss the feeling of having a crush on someone,1
I had a dream last night that I beat my cheating ex's ass. After I felt so guilty. When the fuck does the anger and hurt go away. Im so fed up feeling this way knowing he doesn't give a shit. 5 years with him like a fool believing everything he told me. When I look back at all the red flags.,1
I have a few addictions and I don't want to acknowledge that they are bad for me.,1
I envy people with cancer and i dont know why ....,1
Employment Specialist Taking Pleasure in Precious Healthcare Workers’ Unemployment,1
I am at a point in my life I will do anything for money,1
I became a bully to my friends after being bullied.,1
I want my boyfriend to come home and hit me really hard.,1
I was a bully to my friends after being bullied myself.,1
My gf was r**ed and I didn’t know it was gonna affect me,1
I blamed a girl for pissing in my bed when it was actually me who did it😂,1
My shameless life PART-1 This is about the terrible things I did in my life,2
I feel as if I have no life and I am paralyzed in fear,1
My shameless life PART-1 This is about the terrible things I did in my life,1
I’m jealous because my sister is “better that me “,1
Sometimes I take my glasses off because I believe I don't deserve to be able to see.,1
Sometimes when I'm feeling generous I go to yard sales around my city and over pay for items.,1
I'm a fucking loser......................................................................!!!,0
I ruined my 10 year friendship with my best friend by getting with his sister. I also messed that up because of dumb decisions.,1
I used to steal a lot when I was a kid and never got caught,1
I found out my parents grow weed and sell it to the local community,1
"I scooped Fried Rice off the floor to eat it, after a devastating fall",1
"I knew he was abusive and didn't say anything, I knew the whole time.",1
Viking XL Male EnhancementSimply – Viking XL is fashioned for men who need to carry out type of. The producer claims you’ll end so tough that you’ll need to journey again – it is THAT effective,1
My mom tried to pass me off as someone else's kid and he figured it out,1
I'm pretty intelligent and know how to make certain surefire things that would literally change the world but don't have the money or resources to even build any prototypes.,0
"When I was 13, me and my friend tried to smoke cigarettes.",4
Seeing a himeless guy injured on the the sidewalk and being able to help,1
Not much of a confession more of a question about whats going on in my school,1
I have very complicated feelings about my recovery from a long depressive period and I distrust the stability I have worked so hard to create.,1
"When I was a kid I purposefully use static electricity to herd my older sister to places I want to go to when we were at the mall together. I'm sorry, it was not an accident.",1
Sometimes I hate myself &amp; someday you’ll hate me too,1
I knocked over my roommates bong and blamed it on my cat,1
Took a marker and scribbled on a can of a window cleaner,14
"I’m going down a hole and I think I see the end, I have posted many times here to vent or confess and I am naive I know but I just don’t know what to do about a divorce",1
Having sex with someone who has a fever feels as weird as it sounds.,1
Don’t leave your shoes in the bathroom at work—My lost confession,1
My confession I'm not proud of it😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,1
I trick my coworker into thinking she’s getting fat,1394
I assaulted a drunk friend after a party and I don't know what to do with myself now.,2
"I am a bank teller, and I have it bad for my branch manager (who happens to be the same gender)",6
My brain is obsessed with creating scenarios where I'd cheat to win fights with people who are bigger than me. And I get sexually aroused by it. I dont want to fix this mindset.,1
My grandmother passed away tonight. My grandparents kept trying to see me this month and I kept putting it off. I was just thinking I would make plans with them this weekend.,3
My brain is obsessed with creating scenarios where I'd cheat to win fights with people who are bigger than me. And I get sexually aroused by it. I dont want to fix this mindset.,1
worried my sexual assault from my child hood has affected my chances of pregnancy in my future,1
I ruined my ex friends perfect dating partner by making them cheat on her,1
I cheated for the first time and didn't even enjoy it,1
This was supposed to be a creative writing short story for my english class. but this is a 100% true story,1
I cut myself for the first time today and it felt nice,1
"When I was 8 I tortured a lizard, and I’m still mad at myself (very gross)",1
I've been lying to my mom to keep from breaking her heart,151
I make people sad and sometimes mad by intentionally acting deaf.,1
"parked like an asshole, got a really guilt inducing note on my windshield",1
Tonight I inadvertently farted in my coworkers face,1
I've had feelings for my cousin even after all the no I don't act,1
I was almost arrested for shoplifting and it made me realise I have Kleptomania,1
I love the taste and smell of my own blood and I can't stop picking at my scabs and eating them,1
What is something that you will take to the grave from your spouse?,1
"My sister is the epitome of trash, at least in my eyes.",25
